"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SPE00120611","1947-03","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","","","","","12",",E","5",",E","0",",E","","","","","","","","","","","","","20.1",",,E,24,","","","","","","","55.9",",,,E","","","","","",""
"SPE00120611","1947-04","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","","","2.8","1,E","6",",E","3",",E","0",",E","0","1,E","0","1,E","0",",E","9",",E","0",",E","0.2","1,E,12,","6.3",",,E,04,","31.8",",E,25,","","","153.5",",E","20.7",",,,E","13.02","1,E","19.23",",,,E","6.82","1,,,E"
"SPE00120611","1947-05","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","","","21.7","1,E","12",",E","9",",E","1",",E","0",",E","0",",E","0","1,E","10","1,E","1","1,E","1.8",",E,02,","57.6",",,E,01,","35.4","1,E,29,","","","114.5","1,E","114.0",",,,E","15.15","1,E","20.52","1,,,E","9.79",",,,E"
"SPE00120611","1947-06","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","","","27.1",",E","11",",E","5",",E","0",",E","0",",E","0",",E","0",",E","20",",E","3",",E","7.4",",E,23,","7.2",",,E,04,","35.0",",E,17,","","","33.0",",E","32.1",",,,E","18.14",",E","23.33",",,,E","12.94",",,,E"
"SPE00120611","1947-07","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","","","68.1",",E","5",",E","2",",E","0",",E","0",",E","0",",E","0",",E","22",",E","2",",E","9.6",",E,09,","8.8",",,E,07,","42.0",",E,26,","15.7","E","15.7",",E","14.4",",,,E","20.03",",E","24.77",",,,E","15.28",",,,E"
"SPE00120611","1947-08","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","","","94.1",",E","11",",E","7",",E","2",",E","0",",E","0",",E","0",",E","30",",E","3",",E","12.2",",E,28,","36.0",",,E,25,","38.8",",E,19,","15.7","E","0.0",",E","96.7",",,,E","21.37",",E","26.86",",,,E","15.88",",,,E"
"SPE00120611","1947-09","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","","","63.6",",E","12",",E","7",",E","3",",E","0",",E","0",",E","0",",E","26",",E","0",",E","6.8",",E,29,+","41.8",",,E,26,","32.0",",E,10,","48.1","E","32.4",",E","136.2",",,,E","19.37",",E","24.35",",,,E","14.40",",,,E"
"SPE00120611","1947-10","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","","","5.4",",E","9",",E","7",",E","0",",E","0",",E","0",",E","0",",E","14",",E","0",",E","3.8",",E,29,","25.1",",,E,08,","28.0",",E,04,","130.2","E","82.1",",E","94.1",",,,E","15.86",",E","20.58",",,,E","11.14",",,,E"
"SPE00120611","1947-11","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","","","0.0",",E","12",",E","9",",E","2",",E","0",",E","0",",E","0",",E","6",",E","0",",E","0.5",",E,30,","29.8",",,E,28,","24.4",",E,20,","308.2","E","178.0",",E","115.4",",,,E","12.40",",E","17.87",",,,E","6.92",",,,E"
"SPE00120611","1947-12","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","","","0.0",",E","21",",E","14",",E","1",",E","0",",E","1",",E","0",",E","0",",E","0",",E","-2.0",",E,16,","25.6",",,E,08,","18.0",",E,28,","633.3","E","325.1",",E","174.6",",,,E","7.85",",E","11.14",",,,E","4.55",",,,E"
"SPE00120611","1948-01","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","22",",E","15",",E","1",",E","0",",E","1",",E","0",",E","1",",E","0",",E","-0.4",",E,24,","33.1",",,E,20,","22.2",",E,03,","882.8","E","249.5",",E","205.8",",,,E","10.28",",E","13.96",",,,E","6.61",",,,E"
"SPE00120611","1948-02","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0","2,E","10",",E","4",",E","0",",E","0","1,E","4","1,E","1","1,E","3","1,E","0","1,E","-5.0","1,E,21,","12.6",",,E,04,","23.2","1,E,14,","1116.7","E","233.9","1,E","35.5",",,,E","9.47","2,E","13.94","1,,,E","4.99","1,,,E"
"SPE00120611","1948-03","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","3",",E","2",",E","0",",E","0",",E","0",",E","0",",E","5",",E","0",",E","2.2",",E,24,","6.6",",,E,30,","23.6",",E,26,","1286.6","E","169.9",",E","11.7",",,,E","12.85",",E","18.16",",,,E","7.54",",,,E"
"SPE00120611","1948-04","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","14",",E","11",",E","0",",E","0",",E","0",",E","0",",E","1",",E","0",",E","2.0",",E,06,","19.0",",,E,20,","22.8",",E,18,","1494.7","E","208.1",",E","117.1",",,,E","11.40",",E","16.06",",,,E","6.73",",,,E"
"SPE00120611","1948-05","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","5.4","E","5.4",",E","19",",E","10",",E","0",",E","0",",E","0",",E","0",",E","9",",E","0",",E","2.4",",E,04,","17.4",",,E,02,","28.8",",E,16,","1617.4","E","122.7",",E","79.9",",,,E","14.55",",E","19.18",",,,E","9.92",",,,E"
"SPE00120611","1948-06","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","9.9","E","4.5",",E","11",",E","2",",E","0",",E","0",",E","0",",E","0",",E","12",",E","0",",E","6.4",",E,05,","19.0",",,E,19,","28.0",",E,07,","1681.2","E","63.8",",E","35.4",",,,E","16.36",",E","21.01",",,,E","11.70",",,,E"
"SPE00120611","1948-07","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","45.8","E","35.9",",E","8",",E","5",",E","0",",E","0",",E","0",",E","0",",E","21",",E","1",",E","7.2",",E,03,","12.5",",,E,27,","36.2",",E,27,","40.2","E","40.2",",E","37.8",",,,E","18.19",",E","23.77",",,,E","12.62",",,,E"
"SPE00120611","1948-08","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","97.3","E","51.5",",E","13",",E","8",",E","1",",E","0",",E","0",",E","0",",E","26",",E","0",",E","9.0",",E,31,","28.9",",,E,16,","31.2",",E,07,+","52.8","E","12.6",",E","89.0",",,,E","19.59",",E","24.63",",,,E","14.55",",,,E"
"SPE00120611","1948-09","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","128.2","E","30.9",",E","9",",E","4",",E","1",",E","0",",E","0",",E","0",",E","22",",E","2",",E","7.6",",E,22,","49.5",",,E,03,","34.4",",E,09,","92.3","E","39.5",",E","88.9",",,,E","18.05",",E","23.95",",,,E","12.14",",,,E"
"SPE00120611","1948-10","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","134.8","E","6.6",",E","10",",E","5",",E","2",",E","0",",E","0",",E","0",",E","18",",E","0",",E","1.6",",E,22,","33.1",",,E,19,","31.0",",E,03,","202.2","E","109.9",",E","93.1",",,,E","15.00",",E","21.46",",,,E","8.54",",,,E"
"SPE00120611","1948-11","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","134.8","E","0.0",",E","5",",E","4",",E","1",",E","0",",E","0",",E","0",",E","7",",E","0",",E","2.8",",E,13,","43.3",",,E,02,","24.4",",E,14,+","367.4","E","165.2",",E","62.2",",,,E","12.83",",E","19.27",",,,E","6.38",",,,E"
"SPE00120611","1948-12","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","134.8","E","0.0",",E","7",",E","4",",E","0",",E","0",",E","3",",E","0",",E","1",",E","0",",E","-1.4",",E,20,+","11.2",",,E,29,","21.2",",E,11,","608.1","E","240.7",",E","29.2",",,,E","10.57",",E","15.04",",,,E","6.10",",,,E"
"SPE00120611","1949-01","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","14",",E","11",",E","2",",E","0",",E","3",",E","0",",E","0",",E","0",",E","-1.6",",E,11,","33.8",",,E,04,","17.0",",E,24,","912.7","E","304.6",",E","123.4",",,,E","8.51",",E","12.38",",,,E","4.64",",,,E"
"SPE00120611","1949-02","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","9",",E","2",",E","0",",E","0",",E","6",",E","0",",E","0",",E","0",",E","-6.4",",E,03,","4.1",",,E,27,","20.0",",E,09,","1175.0","E","262.3",",E","14.7",",,,E","8.96",",E","14.25",",,,E","3.68",",,,E"
"SPE00120611","1949-03","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","14",",E","8",",E","3",",E","0",",E","6",",E","0",",E","2",",E","0",",E","-5.0",",E,04,","58.8",",,E,06,","23.0",",E,31,","1446.9","E","271.9",",E","186.5",",,,E","9.56",",E","14.03",",,,E","5.10",",,,E"
"SPE00120611","1949-04","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","3.2","E","3.2","2,E","11",",E","8",",E","0",",E","0","1,E","0","1,E","0","1,E","13","1,E","1","1,E","3.6","1,E,10,","19.0",",,E,26,","33.0","1,E,14,","1556.6","E","109.7","1,E","66.8",",,,E","14.67","2,E","21.12","1,,,E","8.21","1,,,E"
"SPE00120611","1949-05","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","3.2","E","0.0",",E","14",",E","13",",E","1",",E","0",",E","0",",E","0",",E","5",",E","0",",E","2.0",",E,11,","26.7",",,E,15,","23.4",",E,21,","1729.4","E","172.8",",E","139.8",",,,E","12.76",",E","17.95",",,,E","7.57",",,,E"
"SPE00120611","1949-06","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","23.0","E","19.8",",E","8",",E","4",",E","0",",E","0",",E","0",",E","0",",E","21",",E","1",",E","7.6",",E,26,+","4.1",",,E,09,","34.0",",E,06,","1765.1","E","35.7",",E","16.6",",,,E","17.80",",E","23.69",",,,E","11.91",",,,E"
"SPE00120611","1949-07","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","113.9","E","90.9",",E","6",",E","2",",E","0",",E","0",",E","0",",E","0",",E","31",",E","4",",E","10.8",",E,02,","9.1",",,E,09,","36.2",",E,11,","0.0","E","0.0",",E","17.8",",,,E","21.26",",E","27.90",",,,E","14.63",",,,E"
"SPE00120611","1949-08","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","174.1","E","60.2",",E","8",",E","3",",E","0",",E","0",",E","0",",E","0",",E","31",",E","1",",E","6.8",",E,14,","4.1",",,E,02,","35.0",",E,31,","6.0","E","6.0",",E","18.2",",,,E","20.08",",E","26.91",",,,E","13.25",",,,E"
"SPE00120611","1949-09","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","242.0","E","67.9",",E","11",",E","11",",E","2",",E","0",",E","0",",E","0",",E","27",",E","1",",E","12.0",",E,25,+","61.8",",,E,23,","36.0",",E,04,","7.8","E","1.8",",E","199.4",",,,E","20.54",",E","25.74",",,,E","15.33",",,,E"
"SPE00120611","1949-10","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","266.6","E","24.6","2,E","7",",E","4",",E","1",",E","0","1,E","0","1,E","0","1,E","22","1,E","0","1,E","0.6","1,E,31,+","36.6",",,E,01,","30.0","1,E,14,","68.5","E","60.7","1,E","65.5",",,,E","17.20","2,E","23.09","1,,,E","11.31","1,,,E"
"SPE00120611","1949-11","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","266.6","E","0.0",",E","22",",E","18",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0.6",",E,30,","23.4",",,E,26,","20.6",",E,10,","275.3","E","206.8",",E","225.7",",,,E","11.44",",E","15.37",",,,E","7.51",",,,E"
"SPE00120611","1949-12","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","266.6","E","0.0",",E","13",",E","10",",E","2",",E","0",",E","3",",E","0",",E","0",",E","0",",E","-3.2",",E,14,","52.4",",,E,10,","17.0",",E,08,","567.6","E","292.3",",E","163.5",",,,E","8.90",",E","12.77",",,,E","5.04",",,,E"
"SPE00120611","1950-01","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","10",",E","6",",E","0",",E","0",",E","4",",E","0",",E","0",",E","0",",E","-2.4",",E,22,","19.7",",,E,16,","16.4",",E,09,","906.3","E","338.7",",E","55.6",",,,E","7.41",",E","11.68",",,,E","3.13",",,,E"
"SPE00120611","1950-02","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","12",",E","10",",E","0",",E","0",",E","0",",E","0",",E","3",",E","0",",E","1.0",",E,01,","19.0",",,E,26,","23.4",",E,17,","1104.1","E","197.8",",E","95.1",",,,E","11.27",",E","15.96",",,,E","6.58",",,,E"
"SPE00120611","1950-03","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","11",",E","9",",E","0",",E","0",",E","5",",E","0",",E","6",",E","0",",E","-3.2",",E,03,+","20.2",",,E,18,","27.6",",E,25,","1317.9","E","213.8",",E","68.6",",,,E","11.44",",E","17.35",",,,E","5.52",",,,E"
"SPE00120611","1950-04","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","15",",E","11",",E","2",",E","0",",E","0",",E","0",",E","5",",E","0",",E","2.6",",E,17,","41.3",",,E,19,","25.0",",E,07,+","1532.0","E","214.1",",E","171.7",",,,E","11.20",",E","15.33",",,,E","7.07",",,,E"
"SPE00120611","1950-05","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","9.5","E","9.5",",E","13",",E","8",",E","0",",E","0",",E","0",",E","0",",E","16",",E","0",",E","4.2",",E,03,","19.1",",,E,09,","29.4",",E,19,","1635.7","E","103.7",",E","65.4",",,,E","15.29",",E","21.27",",,,E","9.32",",,,E"
"SPE00120611","1950-06","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","81.1","E","71.6",",E","7",",E","4",",E","0",",E","0",",E","0",",E","0",",E","28",",E","1",",E","10.6",",E,24,","23.4",",,E,04,","41.2",",E,29,","1642.8","E","7.1",",E","59.3",",,,E","20.48",",E","26.33",",,,E","14.64",",,,E"
"SPE00120611","1950-07","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","176.0","E","94.9",",E","6",",E","2",",E","0",",E","0",",E","0",",E","0",",E","30",",E","3",",E","11.8",",E,18,+","9.7",",,E,25,","36.6",",E,08,","1.9","E","1.9",",E","23.3",",,,E","21.33",",E","26.59",",,,E","16.07",",,,E"
"SPE00120611","1950-08","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","252.2","E","76.2",",E","8",",E","5",",E","0",",E","0",",E","0",",E","0",",E","29",",E","3",",E","11.2",",E,29,","21.2",",,E,22,","35.2",",E,20,","5.0","E","3.1",",E","87.7",",,,E","20.69",",E","25.79",",,,E","15.59",",,,E"
"SPE00120611","1950-09","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","280.2","E","28.0",",E","9",",E","8",",E","0",",E","0",",E","0",",E","0",",E","21",",E","1",",E","5.8",",E,28,","10.2",",,E,21,","33.4",",E,13,","45.5","E","40.5",",E","51.7",",,,E","17.92",",E","22.80",",,,E","13.03",",,,E"
"SPE00120611","1950-10","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","291.6","E","11.4",",E","10",",E","6",",E","1",",E","0",",E","0",",E","0",",E","15",",E","0",",E","7.6",",E,01,","28.0",",,E,14,","28.0",",E,05,","114.3","E","68.8",",E","88.6",",,,E","16.48",",E","20.57",",,,E","12.39",",,,E"
"SPE00120611","1950-11","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","296.7","E","5.1","2,E","15",",E","11",",E","0",",E","0","1,E","0","1,E","0","1,E","6","1,E","0","1,E","3.0","1,E,06,","18.7",",,E,10,","25.2","1,E,09,","251.3","E","137.0","1,E","110.6",",,,E","13.58","2,E","17.18","1,,,E","9.99","1,,,E"
"SPE00120611","1950-12","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","296.7","E","0.0","2,E","26",",E","24",",E","7",",E","0","1,E","1","1,E","0","1,E","0","1,E","0","1,E","-0.6","1,E,31,","61.7",",,E,23,","18.2","1,E,01,","571.1","E","319.8","1,E","464.4",",,,E","7.48","2,E","10.04","1,,,E","4.93","1,,,E"
"SPE00120611","1951-01","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","14",",E","13",",E","2",",E","0",",E","0",",E","0",",E","0",",E","0",",E","0.2",",E,31,","32.6",",,E,26,","18.0",",E,14,","861.8","E","290.7",",E","161.4",",,,E","8.95",",E","12.62",",,,E","5.29",",,,E"
"SPE00120611","1951-02","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","16",",E","15",",E","1",",E","0",",E","0",",E","0",",E","0",",E","0",",E","1.2",",E,26,","55.5",",,E,25,","19.6",",E,20,","1136.8","E","275.0",",E","183.7",",,,E","8.51",",E","12.57",",,,E","4.45",",,,E"
"SPE00120611","1951-03","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","1.5","E","1.5",",E","14",",E","12",",E","0",",E","0",",E","3",",E","0",",E","3",",E","0",",E","-2.2",",E,02,","18.1",",,E,03,","26.2",",E,23,","1392.9","E","256.1",",E","90.5",",,,E","10.12",",E","14.25",",,,E","5.99",",,,E"
"SPE00120611","1951-04","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","1.7","E","0.2",",E","15",",E","9",",E","0",",E","0",",E","0",",E","0",",E","5",",E","0",",E","1.0",",E,12,","13.8",",,E,07,","26.0",",E,16,","1585.3","E","192.4",",E","73.9",",,,E","11.93",",E","16.60",",,,E","7.25",",,,E"
"SPE00120611","1951-05","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","5.6","E","3.9",",E","18",",E","14",",E","1",",E","0",",E","0",",E","0",",E","5",",E","0",",E","3.4",",E,18,","33.6",",,E,07,","28.4",",E,23,","1760.3","E","175.0",",E","145.6",",,,E","12.81",",E","17.28",",,,E","8.34",",,,E"
"SPE00120611","1951-06","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","20.0","E","14.4",",E","11",",E","8",",E","1",",E","0",",E","0",",E","0",",E","13",",E","0",",E","8.0",",E,05,","29.3",",,E,03,","28.4",",E,13,","1806.7","E","46.4",",E","75.6",",,,E","17.27",",E","21.88",",,,E","12.65",",,,E"
"SPE00120611","1951-07","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","84.7","E","64.7",",E","7",",E","5",",E","0",",E","0",",E","0",",E","0",",E","31",",E","2",",E","9.4",",E,16,","23.0",",,E,31,","35.6",",E,28,","4.7","E","4.7",",E","50.1",",,,E","20.27",",E","26.01",",,,E","14.53",",,,E"
"SPE00120611","1951-08","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","108.5","E","23.8",",E","12",",E","10",",E","1",",E","0",",E","0",",E","0",",E","25",",E","1",",E","10.4",",E,11,","27.3",",,E,01,","32.4",",E,28,","17.0","E","12.3",",E","108.1",",,,E","18.70",",E","23.46",",,,E","13.94",",,,E"
"SPE00120611","1951-09","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","167.0","E","58.5",",E","10",",E","5",",E","0",",E","0",",E","0",",E","0",",E","27",",E","1",",E","8.0",",E,30,","17.4",",,E,23,","33.0",",E,22,","35.0","E","18.0",",E","49.5",",,,E","19.68",",E","25.51",",,,E","13.86",",,,E"
"SPE00120611","1951-10","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","168.3","E","1.3",",E","17",",E","9",",E","2",",E","0",",E","0",",E","0",",E","7",",E","0",",E","5.6",",E,23,","82.6",",,E,02,","24.6",",E,09,","150.3","E","115.3",",E","195.2",",,,E","14.66",",E","18.85",",,,E","10.47",",,,E"
"SPE00120611","1951-11","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","169.0","E","0.7",",E","14",",E","8",",E","0",",E","0",",E","0",",E","0",",E","2",",E","0",",E","1.8",",E,30,","19.2",",,E,22,","23.0",",E,07,","301.1","E","150.8",",E","90.6",",,,E","13.33",",E","16.49",",,,E","10.17",",,,E"
"SPE00120611","1951-12","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","169.0","E","0.0",",E","10",",E","9",",E","0",",E","0",",E","1",",E","0",",E","0",",E","0",",E","-0.6",",E,01,","19.3",",,E,20,","19.4",",E,14,","553.6","E","252.5",",E","82.1",",,,E","10.19",",E","14.62",",,,E","5.75",",,,E"
"SPE00120611","1952-01","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","23",",E","20",",E","0",",E","0",",E","3",",E","0",",E","0",",E","0",",E","-1.4",",E,26,","21.8",",,E,12,","15.8",",E,02,","886.2","E","332.6",",E","187.9",",,,E","7.60",",E","10.77",",,,E","4.44",",,,E"
"SPE00120611","1952-02","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0","2,E","10",",E","9",",E","1",",E","0","1,E","2","1,E","0","1,E","0","1,E","0","1,E","-2.8","1,E,08,","27.8",",,E,17,","18.0","1,E,22,+","1166.7","E","280.5","1,E","102.8",",,,E","8.12","2,E","12.93","1,,,E","3.31","1,,,E"
"SPE00120611","1952-03","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","11",",E","6",",E","1",",E","0",",E","0",",E","0",",E","10",",E","0",",E","2.0",",E,01,","31.5",",,E,19,","24.8",",E,02,","1316.8","E","150.1",",E","75.1",",,,E","13.49",",E","18.74",",,,E","8.24",",,,E"
"SPE00120611","1952-04","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","2.3","E","2.3","2,E","14",",E","10",",E","2",",E","0","1,E","0","1,E","0","1,E","9","1,E","0","1,E","1.8","1,E,05,","34.6",",,E,11,","25.6","1,E,18,","1473.3","E","156.5","1,E","123.3",",,,E","12.91","2,E","17.65","1,,,E","8.17","1,,,E"
"SPE00120611","1952-05","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","9.5","E","7.2",",E","5",",E","2",",E","0",",E","0",",E","0",",E","0",",E","20",",E","0",",E","6.0",",E,09,","5.3",",,E,02,","31.0",",E,16,","1554.0","E","80.7",",E","14.0",",,,E","15.96",",E","22.04",",,,E","9.88",",,,E"
"SPE00120611","1952-06","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","59.1","E","49.6",",E","8",",E","5",",E","1",",E","0",",E","0",",E","0",",E","25",",E","3",",E","9.6",",E,21,","27.6",",,E,17,","37.4",",E,30,","1568.1","E","14.1",",E","50.4",",,,E","19.52",",E","25.11",",,,E","13.92",",,,E"
"SPE00120611","1952-07","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","107.7","E","48.6",",E","10",",E","5",",E","2",",E","0",",E","0",",E","0",",E","26",",E","0",",E","9.5",",E,30,","61.4",",,E,03,","30.0",",E,10,","11.0","E","11.0",",E","125.2",",,,E","19.55",",E","24.12",",,,E","14.97",",,,E"
"SPE00120611","1952-08","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","181.7","E","74.0",",E","8",",E","6",",E","0",",E","0",",E","0",",E","0",",E","28",",E","2",",E","9.6",",E,24,","11.4",",,E,20,","33.8",",E,11,","20.7","E","9.7",",E","51.2",",,,E","20.41",",E","25.58",",,,E","15.23",",,,E"
"SPE00120611","1952-09","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","184.1","E","2.4",",E","12",",E","9",",E","0",",E","0",",E","0",",E","0",",E","13",",E","0",",E","6.8",",E,09,","17.2",",,E,05,","23.0",",E,02,","100.3","E","79.6",",E","79.1",",,,E","15.76",",E","20.16",",,,E","11.36",",,,E"
"SPE00120611","1952-10","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","200.2","E","16.1",",E","16",",E","8",",E","3",",E","0",",E","0",",E","0",",E","14",",E","0",",E","7.8",",E,15,","59.8",",,E,19,","27.8",",E,18,","167.0","E","66.7",",E","218.6",",,,E","16.70",",E","20.98",",,,E","12.42",",,,E"
"SPE00120611","1952-11","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","201.4","E","1.2",",E","19",",E","14",",E","1",",E","0",",E","0",",E","0",",E","2",",E","0",",E","1.0",",E,18,","34.2",",,E,09,","22.2",",E,25,","358.1","E","191.1",",E","173.2",",,,E","12.01",",E","14.87",",,,E","9.14",",,,E"
"SPE00120611","1952-12","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","201.4","E","0.0",",E","20",",E","14",",E","2",",E","0",",E","7",",E","0",",E","0",",E","0",",E","-2.8",",E,06,","30.4",",,E,17,","20.6",",E,02,","653.5","E","295.4",",E","154.6",",,,E","8.80",",E","12.67",",,,E","4.94",",,,E"
"SPE00120611","1953-01","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","10",",E","9",",E","0",",E","0",",E","13",",E","0",",E","0",",E","0",",E","-3.8",",E,27,","21.0",",,E,07,","20.0",",E,30,","1032.7","E","379.2",",E","92.1",",,,E","6.10",",E","10.67",",,,E","1.53",",,,E"
"SPE00120611","1953-02","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","12",",E","10",",E","2",",E","0",",E","8",",E","0",",E","0",",E","0",",E","-3.8",",E,06,","34.8",",,E,12,","18.0",",E,22,","1379.6","E","346.9",",E","170.7",",,,E","5.94",",E","10.26",",,,E","1.63",",,,E"
"SPE00120611","1953-03","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.9","E","0.9",",E","3",",E","2",",E","0",",E","0",",E","4",",E","0",",E","8",",E","0",",E","-2.8",",E,09,","10.0",",,E,31,","27.0",",E,30,","1613.6","E","234.0",",E","16.1",",,,E","10.81",",E","17.34",",,,E","4.28",",,,E"
"SPE00120611","1953-04","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","1.0","E","0.1",",E","18",",E","9",",E","0",",E","0",",E","0",",E","0",",E","5",",E","0",",E","1.6",",E,17,","17.7",",,E,03,","26.6",",E,03,","1778.5","E","164.9",",E","92.2",",,,E","12.84",",E","17.72",",,,E","7.95",",,,E"
"SPE00120611","1953-05","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","11.8","E","10.8",",E","12",",E","6",",E","0",",E","0",",E","0",",E","0",",E","11",",E","0",",E","6.6",",E,10,","23.6",",,E,02,","32.0",",E,24,","1875.9","E","97.4",",E","58.1",",,,E","15.54",",E","20.60",",,,E","10.48",",,,E"
"SPE00120611","1953-06","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","22.1","E","10.3",",E","18",",E","10",",E","3",",E","0",",E","0",",E","0",",E","11",",E","0",",E","6.5",",E,04,","57.4",",,E,05,","26.8",",E,29,","1957.2","E","81.3",",E","200.5",",,,E","15.97",",E","19.78",",,,E","12.15",",,,E"
